Accession ID	Collection date	Submission date	Location
EPI_ISL_8782573	2021-12-17	2022-01-17	Europe / Bosnia and Herzegovina / Ljubuski
EPI_ISL_8782574	2021-12-20	2022-01-17	Europe / Bosnia and Herzegovina / Citluk
EPI_ISL_8782575	2021-12-23	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782576	2021-12-21	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782577	2021-12-23	2022-01-17	Europe / Bosnia and Herzegovina / Stolac
EPI_ISL_8782578	2021-12-20	2022-01-17	Europe / Bosnia and Herzegovina / Citluk
EPI_ISL_8782579	2021-12-21	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782580	2021-12-21	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782581	2021-12-22	2022-01-17	Europe / Bosnia and Herzegovina / Jablanica
EPI_ISL_8782582	2021-12-21	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782583	2021-12-23	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782584	2021-12-23	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782585	2021-12-22	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782586	2021-12-21	2022-01-17	Europe / Bosnia and Herzegovina / Citluk
EPI_ISL_8782587	2021-12-21	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782588	2021-12-23	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782589	2021-12-21	2022-01-17	Europe / Bosnia and Herzegovina / Livno
EPI_ISL_8782590	2021-12-18	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_8782591	2021-12-19	2022-01-17	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9015680	2021-12-23	2022-01-24	Europe / Bosnia and Herzegovina / Citluk
EPI_ISL_9015681	2021-12-24	2022-01-24	Europe / Bosnia and Herzegovina / Jablanica
EPI_ISL_9015682	2021-12-23	2022-01-24	Europe / Bosnia and Herzegovina / Livno
EPI_ISL_9015683	2021-12-29	2022-01-24	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9015684	2021-12-28	2022-01-24	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9015685	2021-12-29	2022-01-24	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9015686	2021-12-28	2022-01-24	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9015687	2021-12-23	2022-01-24	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9015688	2021-12-26	2022-01-24	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9015689	2021-12-18	2022-01-24	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9015690	2021-12-29	2022-01-24	Europe / Bosnia and Herzegovina / Ravno
EPI_ISL_9015691	2021-12-26	2022-01-24	Europe / Bosnia and Herzegovina / Siroki Brijeg
EPI_ISL_9015692	2021-12-28	2022-01-24	Europe / Bosnia and Herzegovina / Siroki Brijeg
EPI_ISL_9015693	2021-12-26	2022-01-24	Europe / Bosnia and Herzegovina / Tomislavgrad
EPI_ISL_9015694	2021-12-28	2022-01-24	Europe / Bosnia and Herzegovina / Capljina
EPI_ISL_9015696	2021-12-28	2022-01-24	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074975	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074976	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074977	2022-01-01	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074978	2022-01-02	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074979	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074980	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074981	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074982	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Ljubuski
EPI_ISL_9074983	2021-12-31	2022-01-25	Europe / Bosnia and Herzegovina / Livno
EPI_ISL_9074984	2021-12-31	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074985	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074986	2021-12-31	2022-01-25	Europe / Bosnia and Herzegovina / Livno
EPI_ISL_9074987	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Citluk
EPI_ISL_9074988	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074990	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Kupres
EPI_ISL_9074991	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074992	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Grude
EPI_ISL_9074993	2021-12-31	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074994	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9074995	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Siroki Brijeg
EPI_ISL_9074996	2022-01-06	2022-01-25	Europe / Bosnia and Herzegovina / Capljina
EPI_ISL_9074997	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Ljubuski
EPI_ISL_9074998	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Siroki Brijeg
EPI_ISL_9075000	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Bileca
EPI_ISL_9075001	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075002	2022-01-06	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075003	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_9075004	2022-01-06	2022-01-25	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_9075005	2022-01-10	2022-01-25	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_9075006	2021-12-31	2022-01-25	Europe / Bosnia and Herzegovina / Ljubuski
EPI_ISL_9075007	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075008	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Stolac
EPI_ISL_9075009	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075010	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Siroki Brijeg
EPI_ISL_9075011	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Grude
EPI_ISL_9075012	2022-01-06	2022-01-25	Europe / Bosnia and Herzegovina / Capljina
EPI_ISL_9075013	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075014	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Grude
EPI_ISL_9075015	2022-01-06	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075016	2022-01-06	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075017	2022-01-06	2022-01-25	Europe / Bosnia and Herzegovina / Capljina
EPI_ISL_9075018	2022-01-06	2022-01-25	Europe / Bosnia and Herzegovina / Capljina
EPI_ISL_9075019	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Grude
EPI_ISL_9075020	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075021	2022-01-04	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075022	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075023	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Ljubuski
EPI_ISL_9075024	2022-01-03	2022-01-25	Europe / Bosnia and Herzegovina / Siroki Brijeg
EPI_ISL_9075025	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075026	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Stolac
EPI_ISL_9075027	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075028	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Stolac
EPI_ISL_9075029	2022-01-05	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075030	2021-12-31	2022-01-25	Europe / Bosnia and Herzegovina / Livno
EPI_ISL_9075031	2021-12-31	2022-01-25	Europe / Bosnia and Herzegovina / Livno
EPI_ISL_9075034	2022-01-02	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_9075035	2022-01-02	2022-01-25	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_910334	2021-01-11	2021-02-01	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_918407	2021-01-11	2021-02-03	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_922076	2021-01-10	2021-02-03	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955142	2020-07-15	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955144	2020-08-20	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955146	2020-09-02	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955148	2020-09-14	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955150	2020-10-06	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955151	2020-10-28	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955155	2020-11-04	2021-02-08	Europe / Bosnia and Herzegovina / Mostar
EPI_ISL_955156	2020-11-28	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955169	2020-12-03	2021-02-08	Europe / Bosnia and Herzegovina / Zenica
EPI_ISL_955170	2020-12-03	2021-02-08	Europe / Bosnia and Herzegovina / Vogosca
EPI_ISL_955171	2020-12-17	2021-02-08	Europe / Bosnia and Herzegovina / Zenica
EPI_ISL_955173	2020-12-25	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955184	2021-01-05	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955185	2021-01-07	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955186	2021-01-15	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955187	2021-01-16	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955188	2021-01-21	2021-02-08	Europe / Bosnia and Herzegovina / Zenica
EPI_ISL_955210	2021-01-21	2021-02-08	Europe / Bosnia and Herzegovina / Zenica
EPI_ISL_955211	2021-01-05	2021-02-08	Europe / Bosnia and Herzegovina / Sarajevo
EPI_ISL_955229	2021-01-21	2021-02-08	Europe / Bosnia and Herzegovina / Prnjavor
EPI_ISL_959650	2021-01-10	2021-02-09	Europe / Bosnia and Herzegovina
EPI_ISL_964882	2021-01-11	2021-02-10	Europe / Bosnia and Herzegovina / Sarajevo
