Accession ID	Collection date	Submission date	Location
EPI_ISL_8148609	2021-12-04	2021-12-28	Europe / Montenegro / Niksic
EPI_ISL_8149181	2021-12-04	2021-12-28	Europe / Montenegro / Podgorica
EPI_ISL_8149349	2021-12-04	2021-12-28	Europe / Montenegro / Podgorica
EPI_ISL_8149526	2021-12-04	2021-12-28	Europe / Montenegro / Berane
EPI_ISL_8149638	2021-12-04	2021-12-28	Europe / Montenegro / Cetinje
EPI_ISL_8149735	2021-12-04	2021-12-28	Europe / Montenegro / Pljevlja
EPI_ISL_8149930	2021-12-05	2021-12-28	Europe / Montenegro / Podgorica
EPI_ISL_8151533	2021-12-05	2021-12-28	Europe / Montenegro / Podgorica
EPI_ISL_8151630	2021-12-05	2021-12-28	Europe / Montenegro / Cetinje
EPI_ISL_8182911	2021-12-19	2021-12-29	Europe / Montenegro / Podgorica
EPI_ISL_8475227	2021-11-16	2022-01-07	Europe / Montenegro / Podgorica
EPI_ISL_8475464	2021-11-23	2022-01-07	Europe / Montenegro / Cetinje
EPI_ISL_8475466	2021-11-25	2022-01-07	Europe / Montenegro / Bijelo Polje
EPI_ISL_8475747	2021-12-06	2022-01-07	Europe / Montenegro / Podgorica
EPI_ISL_8475787	2021-12-06	2022-01-07	Europe / Montenegro / Podgorica
EPI_ISL_8516256	2021-12-07	2022-01-09	Europe / Montenegro / Podgorica
EPI_ISL_8516300	2021-12-07	2022-01-09	Europe / Montenegro / Bijelo Polje
EPI_ISL_8516591	2021-12-07	2022-01-09	Europe / Montenegro / Podgorica
EPI_ISL_8516732	2021-12-07	2022-01-09	Europe / Montenegro / Berane
EPI_ISL_8516869	2021-12-08	2022-01-09	Europe / Montenegro / Podgorica
EPI_ISL_8519044	2021-12-08	2022-01-09	Europe / Montenegro / Cetinje
EPI_ISL_8519114	2021-12-08	2022-01-09	Europe / Montenegro / Cetinje
EPI_ISL_8519115	2021-12-08	2022-01-09	Europe / Montenegro / Niksic
EPI_ISL_8519148	2021-12-09	2022-01-09	Europe / Montenegro / Berane
EPI_ISL_8520637	2021-12-09	2022-01-09	Europe / Montenegro / Podgorica
EPI_ISL_8569090	2021-12-09	2022-01-11	Europe / Montenegro / Podgorica
EPI_ISL_8569129	2021-12-09	2022-01-11	Europe / Montenegro / Podgorica
EPI_ISL_8569700	2021-12-09	2022-01-11	Europe / Montenegro / Bar
EPI_ISL_8571553	2021-12-10	2022-01-11	Europe / Montenegro / Niksic
EPI_ISL_8572692	2021-12-10	2022-01-11	Europe / Montenegro / Podgorica
EPI_ISL_8573117	2021-12-10	2022-01-11	Europe / Montenegro / Podgorica
EPI_ISL_8605036	2021-12-10	2022-01-12	Europe / Montenegro / Podgorica
EPI_ISL_8605237	2021-12-10	2022-01-12	Europe / Montenegro / Cetinje
EPI_ISL_8605238	2021-12-10	2022-01-12	Europe / Montenegro / Bar
EPI_ISL_8605243	2021-12-10	2022-01-12	Europe / Montenegro / Bijelo Polje
EPI_ISL_8605254	2021-12-10	2022-01-12	Europe / Montenegro / Bijelo Polje
EPI_ISL_8605255	2021-12-10	2022-01-12	Europe / Montenegro / Rozaje
EPI_ISL_8605256	2021-12-10	2022-01-12	Europe / Montenegro / Rozaje
EPI_ISL_8605257	2021-12-10	2022-01-12	Europe / Montenegro / Podgorica
EPI_ISL_8674512	2021-12-09	2022-01-13	Europe / Montenegro / Podgorica
EPI_ISL_8674670	2021-12-09	2022-01-13	Europe / Montenegro / Podgorica
EPI_ISL_8674840	2021-12-09	2022-01-13	Europe / Montenegro / Podgorica
EPI_ISL_8682143	2021-12-10	2022-01-13	Europe / Montenegro / Berane
EPI_ISL_8682364	2021-12-10	2022-01-13	Europe / Montenegro / Podgoric
EPI_ISL_8682942	2021-12-11	2022-01-13	Europe / Montenegro / Podgorica
EPI_ISL_8713432	2021-12-11	2022-01-14	Europe / Montenegro / Podgorica
EPI_ISL_8713529	2021-12-11	2022-01-14	Europe / Montenegro / Podgorica
EPI_ISL_8713530	2021-12-11	2022-01-14	Europe / Montenegro / Podgorica
EPI_ISL_8713531	2021-12-11	2022-01-14	Europe / Montenegro / Podgorica
EPI_ISL_8713795	2021-12-11	2022-01-14	Europe / Montenegro / Podgorica
EPI_ISL_8714543	2021-12-11	2022-01-14	Europe / Montenegro / Podgorica
EPI_ISL_8720109	2021-12-11	2022-01-14	Europe / Montenegro / Niksic
EPI_ISL_8720205	2021-12-11	2022-01-14	Europe / Montenegro / Niksic
EPI_ISL_9798633	2022-01-04	2022-02-11	Europe / Montenegro / Bijelo Polje
EPI_ISL_9798672	2022-01-11	2022-02-11	Europe / Montenegro / Bijelo Polje
